category,scientific_name,common_names,conservation_status,is_protected
Amphibian,Hyla chrysoscelis,Cope's Gray Treefrog,No Intervention,False
Amphibian,Hyla versicolor,Gray Treefrog,No Intervention,False
Amphibian,Pseudacris brachyphona,Mountain Chorus Frog,No Intervention,False
Amphibian,Pseudacris crucifer crucifer,Northern Spring Peeper,No Intervention,False
Amphibian,Pseudacris feriarum feriarum,Upland Chorus Frog,No Intervention,False
Amphibian,Pseudacris triseriata,"Striped Chorus Frog, Western Chorus Frog",No Intervention,False
Amphibian,Gastrophryne carolinensis,Eastern Narrow-Mouthed Toad,No Intervention,False
Amphibian,Rana catesbeiana,American Bullfrog,No Intervention,False
Amphibian,Rana clamitans melanota,Northern Green Frog,No Intervention,False
Amphibian,Rana palustris,Pickerel Frog,No Intervention,False
Amphibian,Rana pipiens,Northern Leopard Frog,No Intervention,False
Amphibian,Rana sphenocephala,Southern Leopard Frog,No Intervention,False
Amphibian,Rana sylvatica,Wood Frog,No Intervention,False
Amphibian,Scaphiopus holbrookii holbrookii,Eastern Spadefoot,No Intervention,False
Amphibian,Ambystoma maculatum,Spotted Salamander,No Intervention,False
Amphibian,Ambystoma opacum,Marbled Salamander,No Intervention,False
Amphibian,Ambystoma talpoideum,Mole Salamander,No Intervention,False
Amphibian,Cryptobranchus alleganiensis alleganiensis,Eastern Hellbender,Species of Concern,True
Amphibian,Desmognathus conanti,Spotted Dusky Salamander,No Intervention,False
Amphibian,Desmognathus imitator,Imitator Salamander,No Intervention,False
Amphibian,Desmognathus marmoratus,Shovel-Nosed Salamander,No Intervention,False
Amphibian,Desmognathus monticola,Seal Salamander,No Intervention,False
Amphibian,Desmognathus ocoee,Ocoee Salamander,No Intervention,False
Amphibian,Desmognathus quadramaculatus,Black-Bellied Salamander,No Intervention,False
Amphibian,Desmognathus santeetlah,"Santeetlah Dusky Salamander, Santleetlah Dusky Salamander, Yellow Dusky Salamander",No Intervention,False
Amphibian,Desmognathus wrighti,Pigmy Salamander,Species of Concern,True
Amphibian,Eurycea,Brook Salamanders,No Intervention,False
Amphibian,Eurycea bislineata,"Northern Two-Lined Salamander, Two-Lined Salamander",No Intervention,False
Amphibian,Eurycea cirrigera,Southern Two-Lined Salamander,No Intervention,False
Amphibian,Eurycea guttolineata,Three-Lined Salamander,No Intervention,False
Amphibian,Eurycea junaluska,Junaluska Salamander,No Intervention,False
Amphibian,Eurycea longicauda longicauda,Longtail Salamander,No Intervention,False
Amphibian,Eurycea lucifuga,Cave Salamander,No Intervention,False
Amphibian,Eurycea wilderae,Blue Ridge Two-Lined Salamander,No Intervention,False
Amphibian,Gyrinophilus porphyriticus,Spring Salamander,No Intervention,False
Amphibian,Hemidactylium scutatum,Four-Toed Salamander,No Intervention,False
Amphibian,Plethodon,Woodland Salamanders,No Intervention,False
Amphibian,Plethodon aureolus,Tellico Salamander,No Intervention,False
Amphibian,Plethodon cinereus,"Eastern Red-Backed Salamander, Redback Salamander",No Intervention,False
Amphibian,Plethodon dorsalis,Northern Zigzag Salamander,No Intervention,False
Amphibian,Plethodon glutinosus,Snorthern Slimy Salamander,No Intervention,False
Amphibian,Plethodon jordani,"Appalachian Salamander, Jordan's Salamander",No Intervention,False
Amphibian,Plethodon metcalfi,Southern Gray-Cheeked Salamander,No Intervention,False
Amphibian,Plethodon oconaluftee,Southern Appalachian Salamander,No Intervention,False
Amphibian,Plethodon serratus,Southern Red-Backed Salamander,No Intervention,False
Amphibian,Plethodon ventralis,Southern Zigzag Salamander,No Intervention,False
Amphibian,Plethodon websteri,Webster's Salamander,No Intervention,False
Amphibian,Pseudotriton,"Mud Salamanders, Red Salamanders, Red Salamanders &Amp; Mud Salamanders",No Intervention,False
Amphibian,Pseudotriton montanus,Mud Salamander,No Intervention,False
Amphibian,Pseudotriton montanus diastictus,Midland Mud Salamander,No Intervention,False
Amphibian,Pseudotriton montanus montanus,Eastern Mud Salamander,No Intervention,False
Amphibian,Pseudotriton ruber nitidus,Blue Ridge Red Salamander,No Intervention,False
Amphibian,Pseudotriton ruber ruber,Northern Red Salamander,No Intervention,False
Amphibian,Pseudotriton ruber schencki,Blackchin Red Salamander,No Intervention,False
Amphibian,Necturus maculosus maculosus,Mudpuppy,No Intervention,False
Amphibian,Notophthalmus viridescens viridescens,Eastern Red-Spotted Newt,No Intervention,False
Fish,Labidesthes sicculus,Brook Silverside,No Intervention,False
Fish,Dorosoma cepedianum,Gizzard Shad,No Intervention,False
Fish,Catostomus commersoni,White Sucker,No Intervention,False
Fish,Hypentelium nigricans,Northern Hog Sucker,No Intervention,False
Fish,Moxostoma carinatum,River Redhorse,No Intervention,False
Fish,Moxostoma duquesnei,Black Redhorse,No Intervention,False
Fish,Moxostoma erythrurum,Golden Redhorse,No Intervention,False
Fish,Moxostoma macrolepidotum,Shorthead Redhorse,No Intervention,False
Fish,Campostoma anomalum,Central Stoneroller,No Intervention,False
Fish,Campostoma oligolepis,Largescale Stoneroller,No Intervention,False
Fish,Carassius auratus,Goldfish,No Intervention,False
Fish,Clinostomus funduloides,Rosyside Dace,No Intervention,False
Fish,Clinostomus sp. 1,Smoky Dace,No Intervention,False
Fish,Cyprinella galactura,Whitetail Shiner,No Intervention,False
Fish,Cyprinella galacturus,Whitetail Shiner,No Intervention,False
Fish,Cyprinella spiloptera,Spotfin Shiner,No Intervention,False
Fish,Cyprinella spilopterus,Spotfin Shiner,No Intervention,False
Fish,Cyprinella venusta,Blacktail Shiner,No Intervention,False
Fish,Cyprinella venustus,Blacktail Shiner,No Intervention,False
Fish,Cyprinus carpio,Common Carp,No Intervention,False
Fish,Erimonax monachus,Spotfin Chub,Threatened,True
Fish,Hemitremia flammea,Flame Chub,Species of Concern,True
Fish,Hybopsis amblops,Bigeye Chub,No Intervention,False
Fish,Luxilus chrysocephalus,Striped Shiner,No Intervention,False
Fish,Luxilus coccogenis,Warpaint Shiner,No Intervention,False
Fish,Luxilus cornutus,Common Shiner,No Intervention,False
Fish,Lythrurus lirus,Mountain Shiner,No Intervention,False
Fish,Nocomis micropogon,River Chub,No Intervention,False
Fish,Notropis atherinoides,Emerald Shiner,No Intervention,False
Fish,Notropis baileyi,Rough Shiner,No Intervention,False
Fish,Notropis leuciodus,Tennessee Shiner,No Intervention,False
Fish,Notropis photogenis,Silver Shiner,No Intervention,False
Fish,Notropis rubellus,Rosyface Shiner,No Intervention,False
Fish,Notropis rubricroceus,Saffron Shiner,No Intervention,False
Fish,Notropis spectrunculus,Mirror Shiner,No Intervention,False
Fish,Notropis telescopus,Telescope Shiner,No Intervention,False
Fish,Notropis volucellus,Mimic Shiner,No Intervention,False
Fish,Phenacobius catostomus,Riffle Minnow,No Intervention,False
Fish,Phenacobius crassilabrum,Fatlips Minnow,No Intervention,False
Fish,Phenacobius uranops,Stargazing Minnow,No Intervention,False
Fish,Phoxinus oreas,Mountain Redbelly Dace,No Intervention,False
Fish,Phoxinus tennesseensis,Tennessee Dace,No Intervention,False
Fish,Rhinichthys cataractae,Longnose Dace,No Intervention,False
Fish,Rhinichthys obtusus,Western Blacknose Dace,No Intervention,False
Fish,Semotilus atromaculatus,Creek Chub,No Intervention,False
Fish,Fundulus catenatus,Northern Studfish,No Intervention,False
Fish,Gambusia affinis,"Mosquitofish, Western Mosquitofish",No Intervention,False
Fish,Gambusia holbrooki,Eastern Mosquitofish,No Intervention,False
Fish,Esox masquinongy,Muskellunge,No Intervention,False
Fish,Ambloplites rupestris,Rock Bass,No Intervention,False
Fish,Lepomis auritus,Redbreast Sunfish,No Intervention,False
Fish,Lepomis cyanellus,Green Sunfish,No Intervention,False
Fish,Lepomis gibbosus,Pumpkinseed,No Intervention,False
Fish,Lepomis gulosus,Warmouth,No Intervention,False
Fish,Lepomis humilis,Orangespotted Sunfish,No Intervention,False
Fish,Lepomis macrochirus,Bluegill,No Intervention,False
Fish,Lepomis megalotis,Longear Sunfish,No Intervention,False
Fish,Lepomis microlophus,Redear Sunfish,No Intervention,False
Fish,Micropterus dolomieu,Smallmouth Bass,No Intervention,False
Fish,Micropterus punctulatus,Spotted Bass,No Intervention,False
Fish,Micropterus salmoides,Largemouth Bass,No Intervention,False
Fish,Pomoxis nigromaculatus,Black Crappie,No Intervention,False
Fish,Morone chrysops,White Bass,No Intervention,False
Fish,Etheostoma blennioides,Greenside Darter,No Intervention,False
Fish,Etheostoma camurum,Bluebreast Darter,No Intervention,False
Fish,Etheostoma chlorobranchium,Greenfin Darter,No Intervention,False
Fish,Etheostoma flabellare,Fantail Darter,No Intervention,False
Fish,Etheostoma gutselli,Tuckasegee Darter,No Intervention,False
Fish,Etheostoma jessiae,Blueside Darter,No Intervention,False
Fish,Etheostoma maculatum,Spotted Darter,No Intervention,False
Fish,Etheostoma percnurum,Duskytail Darter,Endangered,True
Fish,Etheostoma rufilineatum,Redline Darter,No Intervention,False
Fish,Etheostoma sanguifluum,"Bloodfin Darter, Spotted Darter",No Intervention,False
Fish,Etheostoma simoterum,"Snubnose Darter, Tennessee Snubnose Darter",No Intervention,False
Fish,Etheostoma stigmaeum,Speckled Darter,No Intervention,False
Fish,Etheostoma swannanoa,Swannanoa Darter,No Intervention,False
Fish,Etheostoma vulneratum,Wounded Darter,No Intervention,False
Fish,Etheostoma zonale,Banded Darter,No Intervention,False
Fish,Perca flavescens,Yellow Perch,No Intervention,False
Fish,Percina aurantiaca,Tangerine Darter,No Intervention,False
Fish,Percina burtoni,Blotchside Darter,Species of Concern,True
Fish,Percina caprodes,Logperch,No Intervention,False
Fish,Percina evides,Gilt Darter,No Intervention,False
Fish,Percina squamata,Olive Darter,Species of Concern,True
Fish,Stizostedion canadense,Sauger,No Intervention,False
Fish,Stizostedion vitreum,Walleye,No Intervention,False
Fish,Aplodinotus grunniens,Freshwater Drum,No Intervention,False
Fish,Ichthyomyzon castaneus,Chestnut Lamprey,No Intervention,False
Fish,Ichthyomyzon greeleyi,Mountain Brook Lamprey,No Intervention,False
Fish,Lampetra appendix,American Brook Lamprey,No Intervention,False
Fish,Oncorhynchus mykiss,Rainbow Trout,No Intervention,False
Fish,Salmo trutta,Brown Trout,No Intervention,False
Fish,Salvelinus fontinalis,Brook Trout,No Intervention,False
Fish,Cottus bairdi,Mottled Sculpin,No Intervention,False
Fish,Cottus carolinae,Banded Sculpin,No Intervention,False
Fish,Lepisosteus osseus,Longnose Gar,No Intervention,False
Fish,Ameiurus melas,Black Bullhead,No Intervention,False
Fish,Ameiurus natalis,Yellow Bullhead,No Intervention,False
Fish,Ictalurus furcatus,Blue Catfish,No Intervention,False
Fish,Ictalurus punctatus,Channel Catfish,No Intervention,False
Fish,Noturus baileyi,Smoky Madtom,Endangered,True
Fish,Noturus flavipinnis,Yellowfin Madtom,Threatened,True
Fish,Noturus flavus,Stonecat,No Intervention,False
Fish,Pylodictis olivaris,Flathead Catfish,No Intervention,False
Vascular Plant,Acorus calamus,Sweetflag,No Intervention,False
Vascular Plant,Alisma subcordatum,Water-Plantain,No Intervention,False
Vascular Plant,Sagittaria australis,Longbeak Arrowhead,No Intervention,False
Vascular Plant,Sagittaria latifolia var. pubescens,Broad-Leaved Arrowhead,No Intervention,False
Vascular Plant,Arisaema dracontium,Green Dragon,No Intervention,False
Vascular Plant,Arisaema triphyllum ssp. quinatum,Jack In The Pulpit,No Intervention,False
Vascular Plant,Arisaema triphyllum ssp. triphyllum,Jack In The Pulpit,No Intervention,False
Vascular Plant,Lemna minuta,Least Duckweed,No Intervention,False
Vascular Plant,Lemna valdiviana,"Duckweed, Pale Duckweed",No Intervention,False
Vascular Plant,Peltandra virginica,"Arrow Arum, Green Arrow-Arum",No Intervention,False
Vascular Plant,Wolffia brasiliensis,Brazilian Watermeal,No Intervention,False
Vascular Plant,Elodea nuttallii,Western Waterweed,No Intervention,False
Vascular Plant,Najas guadalupensis,Southern Waternymph,No Intervention,False
Vascular Plant,Najas minor,Brittle Waternymph,No Intervention,False
Vascular Plant,Potamogeton amplifolius,"Broad-Leaved Pondweed, Large-Leaf Pondweed",No Intervention,False
Vascular Plant,Potamogeton diversifolius,Waterthread Pondweed,No Intervention,False
Vascular Plant,Potamogeton epihydrus,"Nuttall Pondweed, Ribbonleaf Pondweed",No Intervention,False
Vascular Plant,Potamogeton nodosus,Longleaf Pondweed,No Intervention,False
Vascular Plant,Potamogeton pulcher,Spotted Pondweed,No Intervention,False
Vascular Plant,Tofieldia glabra,"Smooth Bog-Asphodel, Smooth Tofieldia",Species of Concern,True
Vascular Plant,Aegopodium podagraria,"Bishops Goutweed, Old Man's Beard",No Intervention,False
Vascular Plant,Ammoselinum butleri,Butler's Sandparsley,No Intervention,False
Vascular Plant,Angelica atropurpurea,Purplestem Angelica,No Intervention,False
Vascular Plant,Angelica triquinata,Filmy Angelica,No Intervention,False
Vascular Plant,Angelica venenosa,Hairy Angelica,No Intervention,False
Vascular Plant,Bupleurum rotundifolium,Hare's Ear,No Intervention,False
Vascular Plant,Carum carvi,Caraway,No Intervention,False
Vascular Plant,Chaerophyllum procumbens,Spreading Chervil,No Intervention,False
Vascular Plant,Chaerophyllum tainturieri var. tainturieri,Wild Chervil,No Intervention,False
Vascular Plant,Cicuta maculata,"Spotted Cowbane, Spotted Water-Hemlock",No Intervention,False
Vascular Plant,Conium maculatum,Poison Hemlock,No Intervention,False
Vascular Plant,Cryptotaenia canadensis,"Canada Honewort, Honewort",No Intervention,False
Vascular Plant,Daucus carota,"Queen Anne's Lace, Wild Carrot",No Intervention,False
Vascular Plant,Erigenia bulbosa,Harbinger Of Spring,No Intervention,False
Vascular Plant,Eryngium integrifolium,Blueflower Eryngo,No Intervention,False
Vascular Plant,Eryngium prostratum,"Prostrate Eryngo, Rattlesnake-Master",No Intervention,False
Vascular Plant,Eryngium yuccifolium,Rattlesnake-Master,No Intervention,False
Vascular Plant,Foeniculum vulgare,Sweet Fennel,No Intervention,False
Vascular Plant,Heracleum lanatum,Masterwort,No Intervention,False
Vascular Plant,Heracleum maximum,Common Cowparsnip,No Intervention,False
Vascular Plant,Ligusticum canadense,"Loveage, Nondo Lovage",No Intervention,False
Vascular Plant,Osmorhiza claytonii,"Hairy Sweet-Cicely, Sweet Cicely",No Intervention,False
Vascular Plant,Osmorhiza longistylis,"Long-Styled Anise-Root, Smoother Sweet-Cicely",No Intervention,False
Vascular Plant,Oxypolis rigidior,Stiff Cowbane,No Intervention,False
Vascular Plant,Pastinaca sativa,"Parsnip, Wild Parsnip",No Intervention,False
Vascular Plant,Sanicula canadensis,"Canada Black Snakeroot, Short-Styled Sanicle",No Intervention,False
Vascular Plant,Sanicula marilandica,"Black Snakeroot, Black Snake-Root",No Intervention,False
Vascular Plant,Sanicula odorata,"Sanicle, Black Snakeroot",No Intervention,False
Vascular Plant,Sanicula smallii,"Mall's Black Snakeroot, Small's Sanicle",No Intervention,False
Vascular Plant,Sanicula trifoliata,"Large-Fruited Sanicle, Trifoliate Black Snakeroot",No Intervention,False
Vascular Plant,Taenidia integerrima,"Yellow Pimpernel, Yellow Pimpernell",No Intervention,False
Vascular Plant,Thaspium barbinode,"Hairy-Jointed Meadow-Parsnip, Meadow-Parsnip",No Intervention,False
Vascular Plant,Thaspium pinnatifidum,"Cutleaf Meadowparsnip, Mountain Thaspium",No Intervention,False
Vascular Plant,Thaspium trifoliatum,Purple Meadowparsnip,No Intervention,False
Vascular Plant,Thaspium trifoliatum var. aureum,"Purple Meadow-Parsnip, Yellow Meadow-Parsnip",No Intervention,False
Vascular Plant,Thaspium trifoliatum var. trifoliatum,Purple Meadow-Parsnip,No Intervention,False
Vascular Plant,Torilis arvensis,Spreading Hedgeparsley,No Intervention,False
Vascular Plant,Torilis japonica,"Erect Hedge-Parsley, Hedge-Parsley",No Intervention,False
Vascular Plant,Zizia aptera,Golden Alexanders,No Intervention,False
Vascular Plant,Zizia aurea,Golden Zizia,No Intervention,False
Vascular Plant,Zizia trifoliata,"Meadow Alexanders, Three-Leaved Golden Alexanders",Species of Concern,True
Vascular Plant,Aralia nudicaulis,Wild Sarsaparilla,No Intervention,False
Vascular Plant,Aralia racemosa,"American Spikenard, Wild Spikenard",No Intervention,False
Vascular Plant,Aralia spinosa,"Devil's Walking Stick, Hercules Club",No Intervention,False
Vascular Plant,Hedera helix,English Ivy,No Intervention,False
Vascular Plant,Hydrocotyle americana,"American Water-Pennywort, Water-Pennywort",No Intervention,False
Vascular Plant,Hydrocotyle sibthorpioides,"Lawn Penny-Wort, Lawn Water-Penny-Wort",No Intervention,False
Vascular Plant,Panax quinquefolius,Ginseng,No Intervention,False
Vascular Plant,Panax trifolius,Dwarf Ginseng,No Intervention,False
Vascular Plant,Ilex ambigua,Beadle's Holly,No Intervention,False
Vascular Plant,Ilex collina,"Appalachian Holly, Long-Stalked Holly",No Intervention,False
Vascular Plant,Ilex montana,Mountain Holly,No Intervention,False
Vascular Plant,Ilex opaca,American Holly,No Intervention,False
Vascular Plant,Ilex verticillata,"Black Holly, Winterberry",No Intervention,False
Vascular Plant,Allium ampeloprasum,"Garlic, Wild Leek",No Intervention,False
Vascular Plant,Allium burdickii,"White-Stemmed Ramps, Leeks",No Intervention,False
Vascular Plant,Allium canadense,"Meadow Onion, Wild Garlic",No Intervention,False
Vascular Plant,Allium cernuum var. cernuum,Nodding Onion,No Intervention,False
